"adverb_type","part1","part2","Year","Sex","Class","Role"
"other","so","sure",1812,"m","Higher class","lawyer"
"other","quite","sure",1812,"m","Higher class","lawyer"
"other","very","common",1812,"m","Higher class","lawyer"
"other","most","dear",1812,"m","Higher class","lawyer"
"other","so","kind",1812,"m","Higher class","lawyer"
"other","quite","sure",1812,"m","Higher class","lawyer"
"ly ending","perfectly","capable",1812,"m","Higher class","judge"
"other","so","serious",1812,"m","Higher class","judge"
"other","so","drunk",1812,"m","Higher class","judge"
"other","quite","sure",1812,"m","Higher class","judge"
"other","quite","sober",1812,"m","Higher class","judge"
"ly ending","truly","indebted",1812,"m","Higher class","judge"
"other","quite","sure",1812,"m","Higher class","judge"
"other","quite","sure",1812,"m","Higher class","judge"
"other","quite","sure",1812,"m","Higher class","judge"
"other","more","respectable",1812,"m","Higher class","judge"
"other","very","collected",1812,"m","Higher class","witness"
"other","quite","correct",1812,"m","Higher class","witness"
"other","well","convinced",1812,"m","Higher class","victim"
"other","Very","near",1812,"m","Higher class","victim"
"ly ending","particularly","attentive",1812,"m","Higher class","witness"
"other","quite","well",1812,"m","Higher class","witness"
"other","very","good",1812,"m","Higher class","witness"
"other","quite","satisfied",1812,"m","Higher class","witness"
"ly ending","perfectly","right",1812,"m","Higher class","witness"
"ly ending","perfectly","right",1812,"m","Higher class","witness"
"other","so","long",1812,"m","Higher class","witness"
"other","more","particular",1812,"f","Lower class","witness"
"other","very","nice",1812,"f","Lower class","witness"
"other","very","wild",1812,"f","Lower class","witness"
"other","quite","lost",1812,"f","Lower class","witness"
"other","quite","ignorant",1812,"f","Lower class","witness"
"other","so","bad",1812,"f","Lower class","witness"
"other","very","ill",1812,"f","Lower class","witness"
"other","stark","naked",1812,"f","Lower class","witness"
"other","quite","new",1812,"f","Lower class","witness"
"other","very","sorry",1812,"m","Lower class","witness"
"other","quite","sure",1812,"m","Higher class","witness"
"other","quite","certain",1812,"m","Higher class","witness"
"other","very","ill",1812,"m","Higher class","witness"
"other","quite","warm",1812,"m","Higher class","witness"
"other","quite","warm",1812,"m","Higher class","witness"
"other","very","angry",1812,"m","Lower class","victim"
"other","very","well",1812,"m","Lower class","witness"
"other","quite","sure",1812,"m","Lower class","victim"
"other","very","tired",1812,"m","Lower class","victim"
"other","very","comfortable",1812,"m","Lower class","victim"
"other","quite","safe",1812,"f","Lower class","witness"
"other","so","sure",1812,"m","Lower class","witness"
"other","so","sure",1812,"m","Lower class","witness"
"other","very","intimate",1812,"m","Lower class","witness"
"other","very","happy",1812,"m","Lower class","witness"
"ly ending","thoroughly","satisfied",1812,"m","Lower class","witness"
"ly ending","entirely","innocent",1812,"m","Lower class","defendant"
"other","so","hard-hearted",1812,"m","Lower class","victim"
"other","quite","confident",1812,"m","Lower class","witness"
"other","very","cool",1812,"m","Lower class","witness"
"other","too","proud",1812,"m","Lower class","victim"
"other","wide","open",1813,"m","Higher class","victim"
"ly ending","particularly","active",1813,"m","Higher class","lawyer"
"other","quite","close",1813,"m","Higher class","judge"
"other","very","forcible",1813,"m","Lower class","witness"
"other","so","strong",1813,"m","Lower class","witness"
"ly ending","perfectly","aware",1813,"m","Lower class","witness"
"other","quite","sure",1813,"m","Higher class","witness"
"other","too","late",1813,"m","Higher class","victim"
"other","very","plain",1813,"f","Higher class","victim"
"other","very","near",1813,"m","Higher class","victim"
"other","quite","certain",1813,"m","Higher class","victim"
"other","quite","sure",1813,"m","Higher class","victim"
"other","very","small",1813,"m","Higher class","witness"
"other","very","drunk",1813,"m","Higher class","witness"
"other","very","hard",1813,"m","Higher class","witness"
"other","much","larger",1813,"f","Lower class","witness"
"other","very","quick",1813,"m","Lower class","witness"
"other","quite","sure",1813,"m","Lower class","witness"
"other","much","larger",1813,"f","Lower class","witness"
"other","so","sound",1813,"f","Lower class","witness"
"other","so","strong",1813,"m","Lower class","witness"
"other","so","strong",1813,"m","Lower class","witness"
"other","very","sorry",1813,"m","Higher class","witness"
"other","very","remarkable",1813,"m","Higher class","witness"
"other","very","dark",1813,"m","Higher class","witness"
"other","very","pale",1813,"m","Higher class","witness"
"other","very","bad",1813,"m","Higher class","witness"
"other","very","dirty",1813,"m","Lower class","victim"
"other","very","sure",1813,"m","Lower class","victim"
"other","very","tipsey",1813,"m","Lower class","victim"
"other","very","ill",1813,"f","Lower class","witness"
"other","so","wide",1813,"m","Lower class","witness"
"other","so","correct",1813,"m","Lower class","victim"
"other","very","instant",1813,"m","Lower class","victim"
"other","very","bad",1813,"m","Lower class","victim"
"other","very","black",1813,"m","Lower class","victim"
"other","quite","sure",1813,"m","Lower class","victim"
"other","very","dark",1813,"m","Lower class","victim"
"other","quite","dead",1813,"m","Lower class","victim"
"ly ending","perfectly","sober",1814,"m","Higher class","lawyer"
"ly ending","entirely","separate",1814,"m","Higher class","lawyer"
"ly ending","exactly","similar",1814,"m","Higher class","witness"
"other","much","better",1814,"m","Higher class","witness"
"other","quite","certain",1814,"m","Higher class","victim"
"other","quite","warm",1814,"m","Higher class","victim"
"other","so","good",1814,"f","Higher class","victim"
"other","quite","sure",1814,"m","Higher class","victim"
"other","quite","sure",1814,"f","Lower class","victim"
"other","so","near",1814,"m","Higher class","witness"
"other","too","large",1814,"m","Higher class","witness"
"other","quite","warm",1814,"m","Higher class","witness"
"other","very","bad",1814,"m","Lower class","witness"
"other","very","high",1814,"m","Lower class","victim"
"other","too","small",1814,"m","Lower class","witness"
"other","quite","sure",1814,"m","Lower class","witness"
"other","very","well",1814,"m","Lower class","victim"
"other","much","agitated",1815,"m","Higher class","lawyer"
"other","so","disposed",1815,"m","Higher class","judge"
"other","quite","sure",1815,"m","Higher class","judge"
"other","very","bad",1815,"m","Higher class","judge"
"other","so","kind",1815,"m","Higher class","judge"
"other","quite","sure",1815,"m","Higher class","judge"
"other","so","drunk",1815,"m","Higher class","judge"
"other","so","muddy",1816,"m","Higher class","witness"
"other","quite","impossible",1816,"m","Higher class","lawyer"
"other","quite","sober",1816,"m","Higher class","lawyer"
"other","so","positive",1816,"m","Higher class","lawyer"
"other","very","near",1816,"m","Higher class","defendant"
"other","very","abusive",1816,"m","Higher class","victim"
"other","very","passionate",1816,"m","Higher class","victim"
"ly ending","perfectly","sure",1816,"m","Higher class","victim"
"other","very","sober",1816,"m","Higher class","victim"
"other","very","wet",1816,"f","Higher class","victim"
"other","Very","good",1816,"m","Higher class","witness"
"other","more","friendly",1816,"m","Higher class","witness"
"other","very","busy",1816,"m","Higher class","witness"
"other","quite","secure",1816,"f","Higher class","victim"
"other","quite","safe",1816,"f","Lower class","witness"
"other","quite","sober",1816,"f","Lower class","victim"
"other","quite","separate",1816,"m","Lower class","witness"
"other","very","wet",1816,"m","Higher class","witness"
"other","so","dark",1816,"m","Higher class","witness"
"other","very","sorry",1816,"m","Higher class","witness"
"other","very","bad",1816,"m","Higher class","witness"
"other","quite","slow",1816,"m","Higher class","witness"
"other","very","strange",1816,"m","Higher class","witness"
"other","very","black",1816,"m","Higher class","witness"
"other","quite","easy",1816,"m","Higher class","witness"
"other","very","bad",1816,"m","Higher class","witness"
"other","very","dark",1816,"m","Higher class","witness"
"other","very","dark",1816,"m","Higher class","witness"
"other","quite","light",1816,"m","Higher class","witness"
"ly ending","exceedingly","ill",1816,"m","Higher class","witness"
"other","very","ill-used",1816,"m","Higher class","witness"
"other","so","great",1816,"m","Lower class","witness"
"other","very","short",1816,"m","Lower class","witness"
"other","more","playing",1816,"m","Lower class","witness"
"other","very","foul",1816,"m","Lower class","witness"
"ly ending","tremendously","heavy",1816,"m","Lower class","witness"
"other","quite","sure",1816,"m","Lower class","victim"
"other","quite","dead",1817,"m","Higher class","witness"
"other","very","full",1817,"m","Higher class","witness"
"other","very","exhausted",1817,"m","Higher class","witness"
"other","quite","dead",1817,"m","Higher class","witness"
"other","very","short",1817,"m","Higher class","witness"
"other","so","sure",1817,"m","Higher class","lawyer"
"other","much","alarmed",1817,"m","Higher class","judge"
"other","so","cruel",1817,"m","Higher class","judge"
"other","very","distressed",1817,"m","Higher class","judge"
"other","so","late",1817,"m","Higher class","victim"
"other","very","sorry",1817,"m","Lower class","witness"
"ly ending","perfectly","dry",1817,"m","Higher class","witness"
"other","very","active",1817,"m","Higher class","witness"
"other","very","active",1817,"m","Higher class","witness"
"other","quite","sure",1817,"m","Higher class","victim"
"other","quite","safe",1817,"m","Higher class","witness"
"other","more","likely",1817,"m","Higher class","witness"
"other","very","high",1817,"m","Higher class","witness"
"other","very","low",1817,"m","Higher class","witness"
"other","too","late",1817,"m","Higher class","witness"
"other","too","late",1817,"m","Higher class","witness"
"other","too","late",1817,"m","Higher class","witness"
"other","very","wet",1817,"m","Higher class","witness"
"other","very","windy",1817,"m","Higher class","witness"
"other","very","sorry",1817,"m","Higher class","witness"
"other","very","angry",1817,"m","Higher class","witness"
"other","very","wet",1817,"m","Higher class","witness"
"other","quite","dry",1817,"m","Higher class","witness"
"other","more","round",1817,"m","Higher class","witness"
"other","quite","able",1817,"m","Higher class","victim"
"other","quite","sociable",1817,"m","Higher class","witness"
"other","quite","sober",1817,"m","Higher class","victim"
"other","so","constant",1817,"m","Lower class","witness"
"other","quite","safe",1817,"m","Lower class","witness"
"other","very","bright",1817,"m","Lower class","victim"
"other","very","short",1817,"f","Lower class","witness"
"other","very","bulky",1817,"f","Lower class","victim"
"other","very","quick",1817,"m","Higher class","witness"
"other","very","suspicious",1817,"m","Higher class","witness"
"other","very","good",1817,"m","Higher class","witness"
"other","very","sorry",1817,"m","Higher class","witness"
"other","very","black",1817,"m","Higher class","witness"
"other","most","active",1817,"m","Higher class","witness"
"other","more","bold",1817,"m","Higher class","witness"
"other","very","dirty",1817,"m","Higher class","witness"
"other","quite","clean",1817,"m","Higher class","witness"
"other","very","dirty",1817,"m","Higher class","witness"
"other","quite","clean",1817,"m","Higher class","witness"
"other","very","dirty",1817,"m","Higher class","witness"
"other","very","sorry",1817,"m","Higher class","witness"
"other","very","sorry",1817,"m","Higher class","witness"
"other","quite","sober",1817,"m","Higher class","witness"
